Chinese,Pinyin,Wade-Giles,Romatzyh
外面,wài miàn,wai⁴ mien⁴,way miann
外文,wài wén,wai⁴ wen²,way wen
完美,wánměi,wan² mei³,wan meei
完善,wánshàn,wan² shan⁴,wan shann
完整,wánzhěng,wan² cheng³,wan jeeng
玩具,wánjù,wan² chü⁴,wan jiuh
往往,wǎngwǎng,wang³ wang³,woang woang
危害,wēihài,wei¹ hai⁴,uei hay
危险,wēixiǎn,wei¹ hsien³,uei shean
为,wéi,wei²,wei
为,wèi,wei⁴,wey
围,wéi,wei²,wei
伟大,wěidà,wei³ ta⁴,woei dah
卫生,wèi shēng,wei⁴ sheng¹,wey sheng
卫生间,wèishēngjiān,wei⁴ sheng¹ chien¹,wey sheng jian
为了,wèile,wei⁴ le,wey le
温暖,wēnnuǎn,wen¹ nuan³,uen noan
文化,wénhuà,wen² hua⁴,wen huah
文件,wénjiàn,wen² chien⁴,wen jiann
文明,wénmíng,wen² ming²,wen ming
文学,wénxué,wen² hsüeh²,wen shyue
文章,wénzhāng,wen² chang¹,wen jang
文字,wénzì,wen² tzu⁴,wen tzyh
握手,wòshǒu,wo⁴ shou³,woh shoou
屋子,wūzi,wu¹ zi,u zi
武器,wǔqì,wu³ ch'i⁴,wuu chih
武术,wǔshù,wu³ shu⁴,wuu shuh
舞台,wǔ tái,wu³ t'ai²,wuu tair
西部,xī bù,hsi¹ pu⁴,shi buh
希望,xīwàng,hsi¹ wang⁴,shi wanq
系,xì,hsi⁴,shih
下面,xià miàn,hsia⁴ mien⁴,shiah miann
下去,xià qù,hsia⁴ ch'ü⁴,shiah chiuh
先进,xiānjìn,hsien¹ chin⁴,shian jinn
显得,xiǎnde,hsien³ de,shean de
显然,xiǎnrán,hsien³ jan²,shean ran
显示,xiǎnshì,hsien³ shih⁴,shean shyh
现场,xiànchǎng,hsien⁴ ch'ang³,shiann chaang
现代,xiàndài,hsien⁴ tai⁴,shiann day
现金,xiànjīn,hsien⁴ chin¹,shiann jin
现实,xiànshí,hsien⁴ shih²,shiann shyr
现象,xiànxiàng,hsien⁴ hsiang⁴,shiann shianq
线,xiàn,hsien⁴,shiann
相比,xiāng bǐ,hsiang¹ pi³,shiang bii
相当,xiāngdāng,hsiang¹ tang¹,shiang dang
相关,xiāngguān,hsiang¹ kuan¹,shiang guan
相互,xiāng hù,hsiang¹ hu⁴,shiang huh
相似,xiāngsì,hsiang¹ ssu⁴,shiang syh
香,xiāng,hsiang¹,shiang
香蕉,xiāngjiāo,hsiang¹ chiao¹,shiang jiau
消费,xiāofèi,hsiao¹ fei⁴,shiau fey
消失,xiāoshī,hsiao¹ shih¹,shiau shy
消息,xiāoxi,hsiao¹ xi,shiau xi
效果,xiàoguǒ,hsiao⁴ kuo³,shiaw guoo
写作,xiězuò,hsieh³ tso⁴,shiee tzuoh
血,xuè,hsüeh⁴,shiueh
心,xīn,hsin¹,shin
信,xìn,hsin⁴,shinn
信封,xìnfēng,hsin⁴ feng¹,shinn feng
信任,xìnrèn,hsin⁴ jen⁴,shinn renn
形成,xíngchéng,hsing² ch'eng²,shyng cherng
形式,xíngshì,hsing² shih⁴,shyng shyh
形象,xíngxiàng,hsing² hsiang⁴,shyng shianq
形状,xíngzhuàng,hsing² chuang⁴,shyng juanq
幸福,xìngfú,hsing⁴ fu²,shinq fwu
幸运,xìngyùn,hsing⁴ yün⁴,shinq yunn
性,xìng ,hsing⁴,shinq
性别,xìngbié,hsing⁴ pieh²,shinq bye
性格,xìnggé,hsing⁴ ko²,shinq ger
修,xiū,hsiu¹,shiou
修改,xiūgǎi,hsiu¹ kai³,shiou gae
需求,xūqiú,hsü¹ ch'iu²,shiu chyou
需要,xūyào,hsü¹ yao⁴,shiu yaw
宣布,xuānbù,hsüan¹ pu⁴,shiuan buh
宣传,xuānchuán,hsüan¹ ch'uan²,shiuan chwan
选手,xuǎnshǒu,hsüan³ shou³,sheuan shoou
学费,xué fèi,hsüeh² fei⁴,shyue fey
训练,xùnliàn,hsün⁴ lien⁴,shiunn liann
压,yā,ya¹,ia
压力,yālì,ya¹ li⁴,ia lih
烟,yān,yan¹,ian
眼前,yǎn qián,yan³ ch'ien²,yean chyan
演,yǎn,yan³,yean
演唱,yǎn chàng,yan³ ch'ang⁴,yean chanq
演唱会,yǎn chàng huì,yan³ ch'ang⁴ hui⁴,yean chanq huey
演出,yǎnchū,yan³ ch'u¹,yean chu
演员,yǎnyuán,yan³ yüan²,yean yuan
羊,yáng,yang²,yang
阳光,yángguāng,yang² kuang¹,yang guang
要是,yàoshi,yao⁴ shi,yaw shi
衣架,yī jià,i¹ chia⁴,i jiah
已,yǐ,i³,yii
以来,yǐlái,i³ lai²,yii lai
艺术,yìshù,i⁴ shu⁴,yih shuh
意外,yìwài,i⁴ wai⁴,yih way
意义,yìyì,i⁴ i⁴,yih yih
因此,yīncǐ,yin¹ tz'u³,in tsyy
银,yín,yin²,yn
银牌,yín pái,yin² p'ai²,yn pair
印象,yìnxiàng,yin⁴ hsiang⁴,yinn shianq
应当,yīng dāng,ying¹ tang¹,ing dang
迎接,yíngjiē,ying² chieh¹,yng jie
营养,yíngyǎng,ying² yang³,yng yeang
赢,yíng,ying²,yng
影视,yǐng shì,ying³ shih⁴,yiing shyh
应用,yìngyòng,ying⁴ yung⁴,yinq yonq
优点,yōudiǎn,yu¹ tien³,iou dean
优势,yōushì,yu¹ shih⁴,iou shyh
由,yóu,yu²,you
由于,yóuyú,yu² yü²,you yu
邮件,yóu jiàn,yu² chien⁴,you jiann
邮票,yóu piào,yu² p'iao⁴,you piaw
邮箱,yóu xiāng,yu² hsiang¹,you shiang
游,yóu,yu²,you
游戏,yóuxì,yu² hsi⁴,you shih
游泳,yóuyǒng,yu² yung³,you yeong
有的是,yǒu de shì,yu³ de shih⁴,yeou de shyh
有利,yǒulì,yu³ li⁴,yeou lih
有效,yǒu xiào,yu³ hsiao⁴,yeou shiaw
预报,yùbào,yü⁴ pao⁴,yuh baw
预防,yùfáng,yü⁴ fang²,yuh farng
预计,yù jì,yü⁴ chi⁴,yuh jih
预习,yùxí,yü⁴ hsi²,yuh shyi
员,yuán ,yüan²,yuan
员工,yuángōng,yüan² kung¹,yuan gong
愿望,yuànwàng,yüan⁴ wang⁴,yuann wanq
约,yuē,yüeh¹,iue
乐队,yuè duì,yüeh⁴ tui⁴,yueh duey
运输,yùnshū,yün⁴ shu¹,yunn shu
杂志,zázhì,tsa² chih⁴,tzar jyh
早已,zǎo yǐ,tsao³ i³,tzao yii
造,zào,tsao⁴,tzaw
造成,zàochéng,tsao⁴ ch'eng²,tzaw cherng
责任,zérèn,tse² jen⁴,tzer renn
增加,zēngjiā,tseng¹ chia¹,tzeng jia
增长,zēng zhǎng,tseng¹ chang³,tzeng jaang
展开,zhǎnkāi,chan³ k'ai¹,jaan kai
张,zhāng,chang¹,jang
照,zhào,chao⁴,jaw
者,zhě ,che³,jee
真实,zhēnshí,chen¹ shih²,jen shyr
争,zhēng,cheng¹,jeng
争取,zhēngqǔ,cheng¹ ch'ü³,jeng cheu
整,zhěng,cheng³,jeeng
整个,zhěnggè,cheng³ ko⁴,jeeng geh
整理,zhěnglǐ,cheng³ li³,jeeng lii
整齐,zhěngqí,cheng³ ch'i²,jeeng chyi
整体,zhěngtǐ,cheng³ t'i³,jeeng tii
整天,zhěng tiān,cheng³ t'ien¹,jeeng tian
整整,zhěng zhěng,cheng³ cheng³,jeeng jeeng
正,zhèng,cheng⁴,jenq
正式,zhèngshì,cheng⁴ shih⁴,jenq shyh
证,zhèng,cheng⁴,jenq
证件,zhèngjiàn,cheng⁴ chien⁴,jenq jiann
证据,zhèngjù,cheng⁴ chü⁴,jenq jiuh
证明,zhèngmíng,cheng⁴ ming²,jenq ming
支,zhī,chih¹,jy
支持,zhīchí,chih¹ ch'ih²,jy chyr
支付,zhī fù,chih¹ fu⁴,jy fuh
只,zhī,chih¹,jy
直,zhí,chih²,jyr
直播,zhíbō,chih² po¹,jyr bo
直到,zhí dào,chih² tao⁴,jyr daw
值,zhí,chih²,jyr
值得,zhíde,chih² de,jyr de
职工,zhí gōng,chih² kung¹,jyr gong
职业,zhíyè,chih² yeh⁴,jyr yeh
只好,zhǐhǎo,chih³ hao³,jyy hao
只是,zhǐ shì,chih³ shih⁴,jyy shyh
只有,zhǐ yǒu,chih³ yu³,jyy yeou
指,zhǐ,chih³,jyy
指出,zhǐ chū,chih³ ch'u¹,jyy chu
指导,zhǐdǎo,chih³ tao³,jyy dao
至今,zhìjīn,chih⁴ chin¹,jyh jin
至少,zhìshǎo,chih⁴ shao³,jyh shao
志愿,zhì yuàn,chih⁴ yüan⁴,jyh yuann
志愿者,zhìyuànzhě,chih⁴ yüan⁴ che³,jyh yuann jee
制定,zhìdìng,chih⁴ ting⁴,jyh dinq
制度,zhìdù,chih⁴ tu⁴,jyh duh
制造,zhìzào,chih⁴ tsao⁴,jyh tzaw
制作,zhìzuò,chih⁴ tso⁴,jyh tzuoh
中部,zhōng bù,chung¹ pu⁴,jong buh
中华民族,zhōng huá mín zú,chung¹ hua² min² tsu²,jong hwa min tzwu
终于,zhōngyú,chung¹ yü²,jong yu
钟,zhōng,chung¹,jong
种,zhǒng,chung³,joong
种子,zhǒngzi,chung³ zi,joong zi
重大,zhòngdà,chung⁴ ta⁴,jonq dah
周围,zhōuwéi,chou¹ wei²,jou wei
猪,zhū,chu¹,ju
主持,zhǔchí,chu³ ch'ih²,juu chyr
主动,zhǔdòng,chu³ tung⁴,juu donq
主任,zhǔrèn,chu³ jen⁴,juu renn
主意,zhǔyi,chu³ yi,juu yi
主张,zhǔzhāng,chu³ chang¹,juu jang
注意,zhùyì,chu⁴ i⁴,juh yih
祝,zhù,chu⁴,juh
抓,zhuā,chua¹,jua
抓住,zhuā zhù,chua¹ chu⁴,jua juh
专家,zhuānjiā,chuan¹ chia¹,juan jia
专门,zhuānmén,chuan¹ men²,juan men
专题,zhuāntí,chuan¹ t'i²,juan tyi
专业,zhuānyè,chuan¹ yeh⁴,juan yeh
转,zhuàn,chuan⁴,juann
转变,zhuǎnbiàn,chuan³ pien⁴,joan biann
状况,zhuàngkuàng,chuang⁴ k'uang⁴,juanq kuanq
状态,zhuàngtài,chuang⁴ t'ai⁴,juanq tay
准,zhǔn,chun³,joen
资格,zīgé,tzu¹ ko²,tzy ger
资金,zījīn,tzu¹ chin¹,tzy jin
自从,zìcóng,tzu⁴ ts'ung²,tzyh tsorng
自动,zìdòng,tzu⁴ tung⁴,tzyh donq
自觉,zìjué,tzu⁴ chüeh²,tzyh jyue
自然,zìrán,tzu⁴ jan²,tzyh ran
自身,zì shēn,tzu⁴ shen¹,tzyh shen
自主,zìzhǔ,tzu⁴ chu³,tzyh juu
总,zǒng,tsung³,tzoong
总结,zǒngjié,tsung³ chieh²,tzoong jye
总是,zǒngshì,tsung³ shih⁴,tzoong shyh
足够,zú gòu,tsu² kou⁴,tzwu gow
足球,zú qiú,tsu² ch'iu²,tzwu chyou
组合,zǔhé,tsu³ ho²,tzuu her
左右,zuǒyòu,tso³ yu⁴,tzuoo yow
作品,zuòpǐn,tso⁴ p'in³,tzuoh piin
作者,zuòzhě,tso⁴ che³,tzuoh jee
阿姨,āyí,a¹ i²,a yi
矮,ǎi,ai³,ae
矮小,ǎi xiǎo,ai³ hsiao³,ae sheau
爱国,ài guó,ai⁴ kuo²,ay gwo
爱护,àihù,ai⁴ hu⁴,ay huh
安,ān,an¹,an
安置,ānzhì,an¹ chih⁴,an jyh
按时,ànshí,an⁴ shih²,ann shyr
暗,àn,an⁴,ann
暗示,ànshì,an⁴ shih⁴,ann shyh
巴士,bā shì,pa¹ shih⁴,ba shyh
百货,bǎi huò,pai³ huo⁴,bae huoh
摆,bǎi,pai³,bae
摆动,bǎi dòng,pai³ tung⁴,bae donq
摆脱,bǎituō,pai³ t'o¹,bae tuo
败,bài,pai⁴,bay
办事,bàn shì,pan⁴ shih⁴,bann shyh
包裹,bāoguǒ,pao¹ kuo³,bau guoo
包含,bāohán,pao¹ han²,bau harn
包括,bāokuò,pao¹ k'uo⁴,bau kuoh
宝,bǎo,pao³,bao
宝宝,bǎo bao,pao³ bao,bao bao
宝贝,bǎobèi,pao³ pei⁴,bao bey
宝贵,bǎoguì,pao³ kuei⁴,bao guey
宝石,bǎo shí,pao³ shih²,bao shyr
保密,bǎomì,pao³ mi⁴,bao mih
保守,bǎoshǒu,pao³ shou³,bao shoou
抱,bào,pao⁴,baw
背景,bèijǐng,pei⁴ ching³,bey jiing
倍,bèi,pei⁴,bey
被迫,bèi pò,pei⁴ p'o⁴,bey poh
本科,běnkē,pen³ k'o¹,been ke
笨,bèn,pen⁴,benn
比分,bǐ fēn,pi³ fen¹,bii fen
毕业,bìyè,pi⁴ yeh⁴,bih yeh
毕业生,bì yè shēng,pi⁴ yeh⁴ sheng¹,bih yeh sheng
避,bì,pi⁴,bih
避免,bìmiǎn,pi⁴ mien³,bih mean
编,biān,pien¹,bian
辩论,biànlùn,pien⁴ lun⁴,biann luenn
标志,biāozhì,piao¹ chih⁴,biau jyh
表情,biǎoqíng,piao³ ch'ing²,beau chyng
表扬,biǎoyáng,piao³ yang²,beau yang
别,bié,pieh²,bye
冰,bīng,ping¹,bing
冰箱,bīngxiāng,ping¹ hsiang¹,bing shiang
冰雪,bīng xuě,ping¹ hsüeh³,bing sheue
兵,bīng,ping¹,bing
并,bìng,ping⁴,binq
不管,bùguǎn,pu⁴ kuan³,buh goan
不然,bùrán,pu⁴ jan²,buh ran
布置,bùzhì,pu⁴ chih⁴,buh jyh
步行,bù xíng,pu⁴ hsing²,buh shyng
擦,cā,ts'a¹,tsa
才,cái,ts'ai²,tsair
材料,cáiliào,ts'ai² liao⁴,tsair liaw
财产,cáichǎn,ts'ai² ch'an³,tsair chaan
财富,cáifù,ts'ai² fu⁴,tsair fuh
采访,cǎifǎng,ts'ai³ fang³,tsae faang
参考,cānkǎo,ts'an¹ k'ao³,tsan kao
参与,cānyù,ts'an¹ yü⁴,tsan yuh
操场,cāochǎng,ts'ao¹ ch'ang³,tsau chaang
操作,cāozuò,ts'ao¹ tso⁴,tsau tzuoh
测,cè,ts'e⁴,tseh
测量,cèliáng,ts'e⁴ liang²,tseh liang
测试,cè shì,ts'e⁴ shih⁴,tseh shyh
曾,céng,ts'eng²,tserng
茶叶,chá yè,ch'a² yeh⁴,char yeh
产品,chǎnpǐn,ch'an³ p'in³,chaan piin
长途,chángtú,ch'ang² t'u²,charng twu
常识,chángshí,ch'ang² shih²,charng shyr
唱片,chàng piàn,ch'ang⁴ p'ien⁴,chanq piann
抄,chāo,ch'ao¹,chau
抄写,chāo xiě,ch'ao¹ hsieh³,chau shiee
潮,cháo,ch'ao²,chaur
潮流,cháoliú,ch'ao² liu²,chaur liou
潮湿,cháoshī,ch'ao² shih¹,chaur shy
彻底,chèdǐ,ch'e⁴ ti³,cheh dii
沉,chén,ch'en²,chern
沉默,chénmò,ch'en² mo⁴,chern moh
沉重,chénzhòng,ch'en² chung⁴,chern jonq
称赞,chēngzàn,ch'eng¹ tsan⁴,cheng tzann
成人,chéngrén,ch'eng² jen²,cherng ren
诚实,chéngshí,ch'eng² shih²,cherng shyr
诚信,chéng xìn,ch'eng² hsin⁴,cherng shinn
承担,chéngdān,ch'eng² tan¹,cherng dan
承认,chéngrèn,ch'eng² jen⁴,cherng renn
承受,chéngshòu,ch'eng² shou⁴,cherng show
程序,chéngxù,ch'eng² hsü⁴,cherng shiuh
吃惊,chījīng,ch'ih¹ ching¹,chy jing
迟到,chídào,ch'ih² tao⁴,chyr daw
尺子,chǐzi,ch'ih³ zi,chyy zi
冲,chōng,ch'ung¹,chong
充电,chōng diàn,ch'ung¹ tien⁴,chong diann
充电器,chōngdiànqì,ch'ung¹ tien⁴ ch'i⁴,chong diann chih
充分,chōngfèn,ch'ung¹ fen⁴,chong fenn
虫子,chóng zi,ch'ung² zi,chorng zi
抽,chōu,ch'ou¹,chou
抽奖,chōu jiǎng,ch'ou¹ chiang³,chou jeang
抽烟,chōuyān,ch'ou¹ yan¹,chou ian
出口,chūkǒu,ch'u¹ k'ou³,chu koou
出色,chūsè,ch'u¹ se⁴,chu seh
出售,chū shòu,ch'u¹ shou⁴,chu show
出席,chūxí,ch'u¹ hsi²,chu shyi
处于,chǔ yú,ch'u³ yü²,chuu yu
处,chǔ,ch'u³,chuu
传统,chuántǒng,ch'uan² t'ung³,chwan toong
窗户,chuānghu,ch'uang¹ hu,chuang hu
窗台,chuāng tái,ch'uang¹ t'ai²,chuang tair
窗子,chuāng zi,ch'uang¹ zi,chuang zi
春季,chūn jì,ch'un¹ chi⁴,chuen jih
纯,chún,ch'un²,chwen
纯净水,chún jìng shuǐ,ch'un² ching⁴ shui³,chwen jinq shoei
词汇,cíhuì,tz'u² hui⁴,tsyr huey
此,cǐ,tz'u³,tsyy
此外,cǐwài,tz'u³ wai⁴,tsyy way
次,cì,tz'u⁴,tsyh
刺,cì,tz'u⁴,tsyh
刺激,cìjī,tz'u⁴ chi¹,tsyh ji
从此,cóngcǐ,ts'ung² tz'u³,tsorng tsyy
粗,cū,ts'u¹,tsu
粗心,cūxīn,ts'u¹ hsin¹,tsu shin
促进,cùjìn,ts'u⁴ chin⁴,tsuh jinn
促使,cùshǐ,ts'u⁴ shih³,tsuh shyy
促销,cù xiāo,ts'u⁴ hsiao¹,tsuh shiau
措施,cuòshī,ts'o⁴ shih¹,tsuoh shy
答案,dá’àn,ta² an⁴,dar ann
打败,dǎ bài,ta³ pai⁴,daa bay
打雷,dǎ léi,ta³ lei²,daa lei
打扫,dǎsǎo,ta³ sao³,daa sao
打折,dǎzhé,ta³ che²,daa jer
打针,dǎzhēn,ta³ chen¹,daa jen
大巴,dà bā,ta⁴ pa¹,dah ba
大多,dà duō,ta⁴ to¹,dah duo
大哥,dà gē,ta⁴ ko¹,dah ge
大规模,dà guī mó,ta⁴ kuei¹ mo²,dah guei mo
大会,dà huì,ta⁴ hui⁴,dah huey
大姐,dà jiě,ta⁴ chieh³,dah jiee
大楼,dà lóu,ta⁴ lou²,dah lou
大陆,dà lù,ta⁴ lu⁴,dah luh
大妈,dà mā,ta⁴ ma¹,dah mha
大型,dàxíng,ta⁴ hsing²,dah shyng
大众,dà zhòng,ta⁴ chung⁴,dah jonq
代替,dàitì,tai⁴ t'i⁴,day tih
待遇,dàiyù,tai⁴ yü⁴,day yuh
袋,dài,tai⁴,day
戴,dài,tai⁴,day
担保,dānbǎo,tan¹ pao³,dan bao
担任,dānrèn,tan¹ jen⁴,dan renn
担心,dānxīn,tan¹ hsin¹,dan shin
单,dān,tan¹,dan
单纯,dānchún,tan¹ ch'un²,dan chwen
单调,dāndiào,tan¹ tiao⁴,dan diaw
单独,dāndú,tan¹ tu²,dan dwu
淡,dàn,tan⁴,dann
导游,dǎoyóu,tao³ yu²,dao you
导致,dǎozhì,tao³ chih⁴,dao jyh
倒闭,dǎobì,tao³ pi⁴,dao bih
倒车,dǎo chē,tao³ ch'e¹,dao che
得意,déyì,te² i⁴,der yih
灯光,dēng guāng,teng¹ kuang¹,deng guang
登,dēng,teng¹,deng
登记,dēngjì,teng¹ chi⁴,deng jih
登录,dēnglù,teng¹ lu⁴,deng luh
登山,dēng shān,teng¹ shan¹,deng shan
的确,díquè,ti² ch'üeh⁴,dyi chiueh
敌人,dírén,ti² jen²,dyi ren
地面,dì miàn,ti⁴ mien⁴,dih miann
地位,dìwèi,ti⁴ wei⁴,dih wey
地下,dì xià,ti⁴ hsia⁴,dih shiah
地址,dìzhǐ,ti⁴ chih³,dih jyy
典型,diǎnxíng,tien³ hsing²,dean shyng
点名,diǎn míng,tien³ ming²,dean ming
电灯,diàn dēng,tien⁴ teng¹,diann deng
电动车,diàn dòng chē,diàndòngchē,diàndòngchē
电梯,diàntī,tien⁴ t'i¹,diann ti
电源,diànyuán,tien⁴ yüan²,diann yuan
顶,dǐng,ting³,diing
定,dìng,ting⁴,dinq
冬季,dōng jì,tung¹ chi⁴,dong jih
动画片,dònghuàpiàn,tung⁴ hua⁴ p'ien⁴,donq huah piann
动摇,dòng yáo,tung⁴ yao²,donq yau
豆腐,dòufu,tou⁴ fu,dow fu
独立,dúlì,tu² li⁴,dwu lih
独特,dútè,tu² t'e⁴,dwu teh
独自,dú zì,tu² tzu⁴,dwu tzyh
堵,dǔ,tu³,duu
堵车,dǔchē,tu³ ch'e¹,duu che
肚子,dùzi,tu⁴ zi,duh zi
度过,dùguò,tu⁴ kuo⁴,duh guoh
锻炼,duànliàn,tuan⁴ lien⁴,duann liann
对比,duìbǐ,tui⁴ pi³,duey bii
对付,duìfu,tui⁴ fu,duey fu
对于,duìyú,tui⁴ yü²,duey yu
多次,duō cì,to¹ tz'u⁴,duo tsyh
多年,duō nián,to¹ nien²,duo nian
多样,duō yàng,to¹ yang⁴,duo yanq
多种,duō zhǒng,to¹ chung³,duo joong
儿童,értóng,erh² t'ung²,erl torng
而,ér,erh²,erl
而是,ér shì,erh² shih⁴,erl shyh
耳机,ěr jī,erh³ chi¹,eel ji
二手,èr shǒu,erh⁴ shou³,ell shoou
发挥,fāhuī,fa¹ hui¹,fa huei
发票,fāpiào,fa¹ p'iao⁴,fa piaw
发烧,fāshāo,fa¹ shao¹,fa shau
法,fǎ,fa³,faa
法官,fǎ guān,fa³ kuan¹,faa guan
法院,fǎyuàn,fa³ yüan⁴,faa yuann
翻,fān,fan¹,fan
翻译,fānyì,fan¹ i⁴,fan yih
烦,fán,fan²,farn
反,fǎn,fan³,faan
反而,fǎn’ér,fan³ erh²,faan erl
反映,fǎnyìng,fan³ ying⁴,faan yinq
方,fāng,fang¹,fang
方案,fāng’àn,fang¹ an⁴,fang ann
方针,fāngzhēn,fang¹ chen¹,fang jen
放松,fàngsōng,fang⁴ sung¹,fanq song
非,fēi,fei¹,fei
肥,féi,fei²,feir
分布,fēnbù,fen¹ pu⁴,fen buh
分散,fēnsàn,fen¹ san⁴,fen sann
分手,fēnshǒu,fen¹ shou³,fen shoou
分为,fēn wéi,fen¹ wei²,fen wei
…分之…,… fēn zhī …,… fen¹ chih¹ …,… fen jy …
纷纷,fēnfēn,fen¹ fen¹,fen fen
奋斗,fèndòu,fen⁴ tou⁴,fenn dow
风格,fēnggé,feng¹ ko²,feng ger
风景,fēngjǐng,feng¹ ching³,feng jiing
风俗,fēngsú,feng¹ su²,feng swu
封闭,fēngbì,feng¹ pi⁴,feng bih
否则,fǒuzé,fou³ tse²,foou tzer
夫妇,fūfù,fu¹ fu⁴,fu fuh
夫妻,fū qī,fu¹ ch'i¹,fu chi
符号,fúhào,fu² hao⁴,fwu haw
符合,fúhé,fu² ho²,fwu her
付出,fù chū,fu⁴ ch'u¹,fuh chu
负担,fùdān,fu⁴ tan¹,fuh dan
附近,fùjìn,fu⁴ chin⁴,fuh jinn
复制,fùzhì,fu⁴ chih⁴,fuh jyh
改善,gǎishàn,kai³ shan⁴,gae shann
改正,gǎizhèng,kai³ cheng⁴,gae jenq
盖,gài,kai⁴,gay
概括,gàikuò,kai⁴ k'uo⁴,gay kuoh
感兴趣,gǎnxìngqù,kan³ hsing⁴ ch'ü⁴,gaan shinq chiuh
高潮,gāocháo,kao¹ ch'ao²,gau chaur
高价,gāo jià,kao¹ chia⁴,gau jiah
高尚,gāoshàng,kao¹ shang⁴,gau shanq
高铁,gāo tiě,kao¹ t'ieh³,gau tiee
格外,géwài,ko² wai⁴,ger way
隔,gé,ko²,ger
隔开,gé kāi,ko² k'ai¹,ger kai
个别,gèbié,ko⁴ pieh²,geh bye
个体,gètǐ,ko⁴ t'i³,geh tii
各个,gè gè,ko⁴ ko⁴,geh geh
根,gēn,ken¹,gen
根据,gēnjù,ken¹ chü⁴,gen jiuh
工程,gōng chéng,kung¹ ch'eng²,gong cherng
公元,gōngyuán,kung¹ yüan²,gong yuan
供应,gōng yìng,kung¹ ying⁴,gong yinq
共,gòng,kung⁴,gonq
构成,gòuchéng,kou⁴ ch'eng²,gow cherng
构造,gòu zào,kou⁴ tsao⁴,gow tzaw
购买,gòu mǎi,kou⁴ mai³,gow mae
购物,gòuwù,kou⁴ wu⁴,gow wuh
骨头,gǔtou,ku³ tou,guu tou
固定,gùdìng,ku⁴ ting⁴,guh dinq
瓜,guā,kua¹,gua
怪,guài,kuai⁴,guay
关,guān,kuan¹,guan
关闭,guānbì,kuan¹ pi⁴,guan bih
关于,guānyú,kuan¹ yü²,guan yu
官,guān,kuan¹,guan
官方,guānfāng,kuan¹ fang¹,guan fang
光临,guānglín,kuang¹ lin²,guang lin
光盘,guāngpán,kuang¹ p'an²,guang parn
逛,guàng,kuang⁴,guanq
归,guī,kuei¹,guei
规模,guīmó,kuei¹ mo²,guei mo
规则,guīzé,kuei¹ tse²,guei tzer
果实,guǒshí,kuo³ shih²,guoo shyr
过分,guòfèn,kuo⁴ fen⁴,guoh fenn
海水,hǎi shuǐ,hai³ shui³,hae shoei
海鲜,hǎixiān,hai³ hsien¹,hae shian
含,hán,han²,harn
含量,hán liàng,han² liang⁴,harn lianq
含义,hányì,han² i⁴,harn yih
含有,hán yǒu,han² yu³,harn yeou
寒假,hánjià,han² chia⁴,harn jiah
寒冷,hán lěng,han² leng³,harn leeng
行业,hángyè,hang² yeh⁴,harng yeh
航班,hángbān,hang² pan¹,harng ban
航空,hángkōng,hang² k'ung¹,harng kong
毫米,háomǐ,hao² mi³,haur mii
毫升,háo shēng,hao² sheng¹,haur sheng
好友,hǎo yǒu,hao³ yu³,hao yeou
号码,hàomǎ,hao⁴ ma³,haw maa
好,hǎo,hao³,hao
合同,hétong,ho² tong,her tong
黑暗,hēi àn,hei¹ an⁴,hei ann
红包,hóng bāo,hung² pao¹,horng bau
后头,hòu tou,hou⁴ tou,how tou
厚,hòu,hou⁴,how
呼吸,hūxī,hu¹ hsi¹,hu shi
忽视,hūshì,hu¹ shih⁴,hu shyh
户,hù,hu⁴,huh
护士,hùshi,hu⁴ shi,huh shi
花,huā,hua¹,hua
划,huá,hua²,hwa
划,huà,hua⁴,huah
怀念,huáiniàn,huai² nien⁴,hwai niann
怀疑,huáiyí,huai² i²,hwai yi
缓解,huǎnjiě,huan³ chieh³,hoan jiee
黄瓜,huáng guā,huang² kua¹,hwang gua
黄金,huángjīn,huang² chin¹,hwang jin
回复,huí fù,hui² fu⁴,hwei fuh
汇,huì,hui⁴,huey
汇报,huìbào,hui⁴ pao⁴,huey baw
婚礼,hūnlǐ,hun¹ li³,huen lii
火,huǒ,huo³,huoo
伙,huǒ,huo³,huoo
伙伴,huǒbàn,huo³ pan⁴,huoo bann
或许,huòxǔ,huo⁴ hsü³,huoh sheu
货,huò,huo⁴,huoh
获,huò,huo⁴,huoh
获得,huòdé,huo⁴ te²,huoh der
获奖,huò jiǎng,huo⁴ chiang³,huoh jeang
获取,huò qǔ,huo⁴ ch'ü³,huoh cheu
几乎,jīhū,chi¹ hu¹,ji hu
机构,jīgòu,chi¹ kou⁴,ji gow
机遇,jīyù,chi¹ yü⁴,ji yuh
积累,jīlěi,chi¹ lei³,ji leei
激动,jīdòng,chi¹ tung⁴,ji donq
激烈,jīliè,chi¹ lieh⁴,ji lieh
及格,jígé,chi² ko²,jyi ger
极,jí,chi²,jyi
极其,jíqí,chi² ch'i²,jyi chyi
即将,jíjiāng,chi² chiang¹,jyi jiang
急忙,jímáng,chi² mang²,jyi mang
集合,jíhé,chi² ho²,jyi her
记载,jìzǎi,chi⁴ tsai³,jih tzae
技巧,jìqiǎo,chi⁴ ch'iao³,jih cheau
系,xì,hsi⁴,shih
季,jì,chi⁴,jih
季度,jìdù,chi⁴ tu⁴,jih duh
季节,jìjié,chi⁴ chieh²,jih jye
既,jì,chi⁴,jih
既然,jìrán,chi⁴ jan²,jih ran
